(.venv) marquiswong@whale mod4-marquisywong % python project/run_mnist_multiclass.py
Epoch 12 loss 0.3131683613280608 valid acc 16/16
Epoch 12 loss 0.3313743362951778 valid acc 16/16
Epoch 12 loss 0.9849641043512749 valid acc 16/16
Epoch 12 loss 0.23573259937938085 valid acc 15/16
Epoch 12 loss 0.2615888896186437 valid acc 15/16
Epoch 12 loss 0.5340038340359384 valid acc 16/16
Epoch 12 loss 0.30438469268852136 valid acc 15/16
Epoch 12 loss 0.8676641340729745 valid acc 15/16
Epoch 12 loss 0.2520714318657983 valid acc 15/16
Epoch 12 loss 0.8585030590574196 valid acc 14/16
Epoch 12 loss 0.7789226587898928 valid acc 15/16
Epoch 12 loss 0.3395370545442689 valid acc 16/16
Epoch 12 loss 0.6607881859197217 valid acc 16/16
Epoch 12 loss 0.5559359923171514 valid acc 16/16
Epoch 13 loss 0.007042457563858684 valid acc 16/16
Epoch 13 loss 1.1629294295305341 valid acc 16/16
Epoch 13 loss 0.5616617278414962 valid acc 16/16
Epoch 13 loss 0.3481913683951469 valid acc 16/16
Epoch 13 loss 0.6312213636982992 valid acc 16/16
Epoch 13 loss 0.0886036616314369 valid acc 16/16
Epoch 13 loss 0.3510864048444335 valid acc 15/16
Epoch 13 loss 0.5761734349460175 valid acc 15/16
Epoch 13 loss 0.5583062990185514 valid acc 15/16
Epoch 13 loss 0.22628666064066905 valid acc 15/16
Epoch 13 loss 0.25520277696724386 valid acc 15/16
Epoch 13 loss 1.1635188398991025 valid acc 15/16
Epoch 13 loss 1.1584113265434162 valid acc 15/16
Epoch 13 loss 0.42310648203075996 valid acc 15/16
Epoch 13 loss 0.569838341170945 valid acc 15/16
Epoch 13 loss 0.3229255113659192 valid acc 15/16
Epoch 13 loss 0.7164545248409395 valid acc 15/16
Epoch 13 loss 0.5548253407671802 valid acc 15/16
Epoch 13 loss 0.5521299061534346 valid acc 15/16
Epoch 13 loss 0.23578233650544148 valid acc 15/16
Epoch 13 loss 0.25605660714022815 valid acc 15/16
Epoch 13 loss 0.8040344924821111 valid acc 15/16
Epoch 13 loss 0.2621857001762923 valid acc 15/16
Epoch 13 loss 0.47140550385833585 valid acc 15/16
Epoch 13 loss 0.4405968033194622 valid acc 15/16
Epoch 13 loss 0.35319393368894597 valid acc 15/16
Epoch 13 loss 0.44947326075582406 valid acc 15/16
Epoch 13 loss 0.4384189968615831 valid acc 15/16
Epoch 13 loss 0.8421821981939893 valid acc 15/16
Epoch 13 loss 0.21712235729764257 valid acc 15/16
Epoch 13 loss 0.4430787628732512 valid acc 15/16
Epoch 13 loss 0.43629934353138716 valid acc 15/16
Epoch 13 loss 0.13350061097710364 valid acc 15/16
Epoch 13 loss 0.6184475551365757 valid acc 15/16
Epoch 13 loss 1.1000812400032345 valid acc 16/16
Epoch 13 loss 0.20966859412900907 valid acc 16/16
Epoch 13 loss 0.32639823789053507 valid acc 16/16
Epoch 13 loss 0.2289170789506246 valid acc 16/16
Epoch 13 loss 0.5643138021568364 valid acc 16/16
Epoch 13 loss 0.4745385050372234 valid acc 16/16
Epoch 13 loss 0.18126121716908383 valid acc 16/16
Epoch 13 loss 0.23035451457040543 valid acc 16/16
Epoch 13 loss 0.2863894540247452 valid acc 16/16
Epoch 13 loss 0.26077845554323725 valid acc 16/16
Epoch 13 loss 0.6984772444876064 valid acc 16/16
Epoch 13 loss 0.2771198178931925 valid acc 16/16
Epoch 13 loss 0.45210626302516976 valid acc 16/16
Epoch 13 loss 1.054782831517564 valid acc 15/16
Epoch 13 loss 0.49074050880094006 valid acc 15/16
Epoch 13 loss 0.0987311439825736 valid acc 15/16
Epoch 13 loss 0.15380805273274561 valid acc 15/16
Epoch 13 loss 0.4508227371943645 valid acc 15/16
Epoch 13 loss 0.2754925248707783 valid acc 15/16
Epoch 13 loss 0.08583612151043518 valid acc 15/16
Epoch 13 loss 0.18757618943062423 valid acc 15/16
Epoch 13 loss 0.16359283313456255 valid acc 15/16
Epoch 13 loss 0.6817591690236953 valid acc 16/16
Epoch 13 loss 0.41480810397056334 valid acc 15/16
Epoch 13 loss 1.1703727991039965 valid acc 15/16
Epoch 13 loss 0.9071516439065634 valid acc 16/16
Epoch 13 loss 0.44762061853404905 valid acc 16/16
Epoch 13 loss 0.27170095253869325 valid acc 16/16
Epoch 13 loss 0.7631030341248362 valid acc 16/16
Epoch 14 loss 0.00020987252175308502 valid acc 16/16
Epoch 14 loss 0.3977794205994955 valid acc 16/16
Epoch 14 loss 0.4396770730453522 valid acc 16/16
Epoch 14 loss 0.31995499333783267 valid acc 16/16
Epoch 14 loss 0.0706146550826362 valid acc 16/16
Epoch 14 loss 0.11372967109392307 valid acc 16/16
Epoch 14 loss 0.19032214708255957 valid acc 16/16
Epoch 14 loss 0.32191588399342436 valid acc 16/16
Epoch 14 loss 0.19073778036784378 valid acc 16/16
Epoch 14 loss 0.06423438130525788 valid acc 15/16
Epoch 14 loss 0.5274436109639309 valid acc 14/16
Epoch 14 loss 1.0968019920588423 valid acc 16/16
Epoch 14 loss 0.6722693284332363 valid acc 15/16
Epoch 14 loss 0.7946763004277739 valid acc 16/16
Epoch 14 loss 0.495340032228353 valid acc 16/16
Epoch 14 loss 0.47766236918833366 valid acc 15/16
Epoch 14 loss 1.174693912822324 valid acc 16/16
Epoch 14 loss 0.49034049224233955 valid acc 16/16
Epoch 14 loss 0.4749137743065699 valid acc 16/16
Epoch 14 loss 0.5465944215526197 valid acc 16/16
Epoch 14 loss 0.5860536844668988 valid acc 16/16
Epoch 14 loss 0.2864935506065599 valid acc 15/16
Epoch 14 loss 0.1162785789765361 valid acc 16/16
Epoch 14 loss 0.3688212650543779 valid acc 16/16
Epoch 14 loss 0.45773860052982746 valid acc 16/16
Epoch 14 loss 0.34799385634996244 valid acc 15/16
Epoch 14 loss 0.5140443818717392 valid acc 16/16
Epoch 14 loss 0.5085076715183227 valid acc 15/16
Epoch 14 loss 0.12458158110638712 valid acc 16/16
Epoch 14 loss 0.11103308525764433 valid acc 16/16
Epoch 14 loss 0.2403072743599455 valid acc 16/16
Epoch 14 loss 0.2624337312894433 valid acc 16/16
Epoch 14 loss 0.06950945346677984 valid acc 16/16
Epoch 14 loss 0.45961196777558516 valid acc 16/16
Epoch 14 loss 0.5179830738581492 valid acc 16/16
Epoch 14 loss 0.7680851443509374 valid acc 16/16
Epoch 14 loss 0.6295749080776286 valid acc 16/16
Epoch 14 loss 0.24844890464612485 valid acc 16/16
Epoch 14 loss 0.33076000526939303 valid acc 16/16
Epoch 14 loss 0.26072336434468024 valid acc 16/16
Epoch 14 loss 0.20023328779324168 valid acc 16/16
Epoch 14 loss 0.517164481639061 valid acc 16/16
Epoch 14 loss 0.23045978261053623 valid acc 16/16
Epoch 14 loss 0.2764219800696473 valid acc 16/16
Epoch 14 loss 0.39568316690783706 valid acc 16/16
Epoch 14 loss 0.08383190278975655 valid acc 16/16
Epoch 14 loss 0.5085082417890314 valid acc 16/16
Epoch 14 loss 0.42424031809791224 valid acc 16/16
Epoch 14 loss 0.4002353613963454 valid acc 16/16
Epoch 14 loss 0.1175292868813731 valid acc 16/16
Epoch 14 loss 0.1340716172885515 valid acc 16/16
Epoch 14 loss 1.1561011694650416 valid acc 16/16
Epoch 14 loss 0.407035555812844 valid acc 15/16
Epoch 14 loss 0.11530067557000678 valid acc 15/16
Epoch 14 loss 0.4513963036696836 valid acc 16/16
Epoch 14 loss 0.34923208691439095 valid acc 16/16
Epoch 14 loss 0.4523595464835609 valid acc 16/16
Epoch 14 loss 0.6341696774360737 valid acc 16/16
Epoch 14 loss 0.46192030709722426 valid acc 15/16
Epoch 14 loss 1.0997562541747872 valid acc 15/16
Epoch 14 loss 0.26839754989740633 valid acc 16/16
Epoch 14 loss 0.13446488392492836 valid acc 16/16
Epoch 14 loss 0.32213302784340886 valid acc 16/16
Epoch 15 loss 0.0068175867732218065 valid acc 16/16
Epoch 15 loss 0.4689865965571882 valid acc 16/16
Epoch 15 loss 0.8046056933703634 valid acc 16/16
Epoch 15 loss 0.41344732625501207 valid acc 16/16
Epoch 15 loss 0.13936129619747306 valid acc 16/16
Epoch 15 loss 0.15595466114641524 valid acc 16/16
Epoch 15 loss 0.21899306559733972 valid acc 15/16
Epoch 15 loss 0.7545925685616168 valid acc 16/16
Epoch 15 loss 0.31248422849401025 valid acc 15/16
Epoch 15 loss 0.36504075184944956 valid acc 15/16
Epoch 15 loss 0.8350225639715665 valid acc 15/16
Epoch 15 loss 0.9365670577802877 valid acc 15/16
Epoch 15 loss 0.5497592795844999 valid acc 15/16
Epoch 15 loss 0.26851062551879623 valid acc 15/16
Epoch 15 loss 0.7806956461979082 valid acc 15/16
Epoch 15 loss 0.2642698872361548 valid acc 15/16
Epoch 15 loss 0.6182735833865425 valid acc 16/16
Epoch 15 loss 0.47267431636708274 valid acc 15/16
Epoch 15 loss 0.4436790287440336 valid acc 16/16
Epoch 15 loss 0.4463461065627202 valid acc 16/16
Epoch 15 loss 0.47592773252067705 valid acc 16/16
Epoch 15 loss 0.11472608528938821 valid acc 16/16
Epoch 15 loss 0.08784361660345297 valid acc 16/16
Epoch 15 loss 0.7484582626892209 valid acc 16/16
Epoch 15 loss 0.34183520398053524 valid acc 15/16
Epoch 15 loss 0.2099064283356627 valid acc 15/16
Epoch 15 loss 0.12079038710957263 valid acc 15/16
Epoch 15 loss 0.2247960920072511 valid acc 15/16
Epoch 15 loss 0.8729416056170011 valid acc 15/16
Epoch 15 loss 0.2581137991696146 valid acc 15/16
Epoch 15 loss 0.18794102038454835 valid acc 15/16
Epoch 15 loss 0.2943930860206048 valid acc 15/16
Epoch 15 loss 0.39756593994995876 valid acc 16/16
Epoch 15 loss 0.13701376325321693 valid acc 16/16
Epoch 15 loss 0.7650915595997063 valid acc 16/16
Epoch 15 loss 0.379879847012439 valid acc 16/16
Epoch 15 loss 0.14605271382561602 valid acc 16/16
Epoch 15 loss 0.5768610170632464 valid acc 15/16
Epoch 15 loss 0.4758892245557488 valid acc 15/16
Epoch 15 loss 0.4638287647219244 valid acc 15/16
Epoch 15 loss 0.052805502165249235 valid acc 15/16
Epoch 15 loss 0.3569260556078766 valid acc 15/16
Epoch 15 loss 0.15718007318301108 valid acc 15/16
Epoch 15 loss 0.1370095531455376 valid acc 16/16
Epoch 15 loss 0.35037961734628226 valid acc 15/16
Epoch 15 loss 0.48004448613352124 valid acc 16/16
Epoch 15 loss 0.294041547078882 valid acc 16/16
Epoch 15 loss 0.8023858208890199 valid acc 16/16
Epoch 15 loss 0.3061609646008756 valid acc 16/16
Epoch 15 loss 0.22827571764095458 valid acc 16/16
Epoch 15 loss 0.34222683332408915 valid acc 16/16
Epoch 15 loss 0.6647357030634821 valid acc 16/16
Epoch 15 loss 0.47090233676643156 valid acc 16/16
Epoch 15 loss 0.32042555906467607 valid acc 16/16
Epoch 15 loss 0.13272913513869433 valid acc 16/16
Epoch 15 loss 0.10056942448448802 valid acc 16/16
Epoch 15 loss 0.46627930861237027 valid acc 16/16
Epoch 15 loss 0.660607345887334 valid acc 15/16
Epoch 15 loss 0.5345887125181248 valid acc 15/16
Epoch 15 loss 0.5249942089729227 valid acc 15/16
Epoch 15 loss 0.2632345893936298 valid acc 15/16
Epoch 15 loss 0.4348911267243479 valid acc 15/16
Epoch 15 loss 0.26834185282110307 valid acc 16/16
Epoch 16 loss 0.007775273268861405 valid acc 16/16
Epoch 16 loss 0.8088914408888015 valid acc 15/16
Epoch 16 loss 0.8650368893875077 valid acc 15/16
Epoch 16 loss 0.3406937714447676 valid acc 15/16
Epoch 16 loss 0.26050416987589775 valid acc 16/16
Epoch 16 loss 0.2899879081400265 valid acc 15/16
Epoch 16 loss 0.5822787036889641 valid acc 15/16
Epoch 16 loss 0.5685655656470189 valid acc 15/16
Epoch 16 loss 0.4627985179210695 valid acc 16/16
Epoch 16 loss 0.07210467026203793 valid acc 16/16
Epoch 16 loss 0.38953835538553594 valid acc 16/16
Epoch 16 loss 0.21810962691588343 valid acc 16/16
Epoch 16 loss 1.151400711453169 valid acc 16/16
Epoch 16 loss 0.5620477384251066 valid acc 16/16
Epoch 16 loss 0.40006851092047313 valid acc 15/16
Epoch 16 loss 0.2556242441076193 valid acc 15/16
Epoch 16 loss 0.8528583911595473 valid acc 15/16
Epoch 16 loss 0.7505822215616664 valid acc 16/16
Epoch 16 loss 0.2869990362886683 valid acc 16/16
Epoch 16 loss 0.06785702016862222 valid acc 16/16
Epoch 16 loss 0.3746438211364449 valid acc 16/16
Epoch 16 loss 0.2857140937613955 valid acc 16/16
Epoch 16 loss 0.27762014438863114 valid acc 16/16
Epoch 16 loss 0.48597189596031026 valid acc 15/16
Epoch 16 loss 0.25319623911455785 valid acc 16/16
Epoch 16 loss 0.3676950173126876 valid acc 16/16
Epoch 16 loss 0.3826401582714966 valid acc 16/16
Epoch 16 loss 0.22814307734370337 valid acc 16/16
Epoch 16 loss 0.5071995156838833 valid acc 15/16
Epoch 16 loss 0.16974039725952778 valid acc 15/16
Epoch 16 loss 0.1205206528599429 valid acc 15/16
Epoch 16 loss 0.36641801750842057 valid acc 16/16
Epoch 16 loss 0.13915477107944313 valid acc 15/16
Epoch 16 loss 0.3417969972473264 valid acc 15/16
Epoch 16 loss 0.9548515867418623 valid acc 16/16
Epoch 16 loss 0.20342396427552345 valid acc 16/16
Epoch 16 loss 0.08342599919410898 valid acc 16/16
Epoch 16 loss 0.5401511778201328 valid acc 15/16
Epoch 16 loss 0.3766600521769202 valid acc 16/16
Epoch 16 loss 0.09960563229186131 valid acc 15/16
Epoch 16 loss 0.27774499467000174 valid acc 16/16
Epoch 16 loss 0.4380735049155143 valid acc 16/16
Epoch 16 loss 0.17970838196309394 valid acc 16/16
Epoch 16 loss 0.20668424896029264 valid acc 16/16
Epoch 16 loss 0.8015693063919189 valid acc 16/16
Epoch 16 loss 0.4075286038119741 valid acc 16/16
Epoch 16 loss 0.42900686888893774 valid acc 16/16
Epoch 16 loss 1.3778709299440521 valid acc 16/16
Epoch 16 loss 0.3340557558371443 valid acc 16/16
Epoch 16 loss 0.15575740284674244 valid acc 16/16
Epoch 16 loss 0.10655060215269979 valid acc 16/16
Epoch 16 loss 0.23373091300665116 valid acc 16/16
Epoch 16 loss 0.44162673449982787 valid acc 15/16
Epoch 16 loss 0.1358782755443385 valid acc 15/16
Epoch 16 loss 0.39634429896653456 valid acc 16/16
Epoch 16 loss 0.0856546034215987 valid acc 16/16
Epoch 16 loss 0.23645635818121688 valid acc 16/16
Epoch 16 loss 0.0798693641830095 valid acc 16/16
Epoch 16 loss 0.5027275078644886 valid acc 15/16
Epoch 16 loss 0.48417257560484717 valid acc 15/16
Epoch 16 loss 0.1101276085850651 valid acc 15/16
Epoch 16 loss 0.16615849618201245 valid acc 15/16
Epoch 16 loss 0.4917061087333879 valid acc 16/16
Epoch 17 loss 0.004049321071885381 valid acc 16/16
Epoch 17 loss 0.6780727329816116 valid acc 15/16
Epoch 17 loss 0.4131438702073428 valid acc 15/16
Epoch 17 loss 0.2633323464202342 valid acc 15/16
Epoch 17 loss 0.0668134706798702 valid acc 15/16
Epoch 17 loss 0.37188446831685806 valid acc 16/16
Epoch 17 loss 0.2669077400054393 valid acc 15/16
Epoch 17 loss 0.7175575115742158 valid acc 16/16
Epoch 17 loss 0.15830709716546973 valid acc 15/16
Epoch 17 loss 0.12225740383057099 valid acc 15/16
Epoch 17 loss 0.10845532498176741 valid acc 15/16
Epoch 17 loss 0.4454277741772134 valid acc 15/16
Epoch 17 loss 0.6139862170288201 valid acc 15/16
Epoch 17 loss 0.3806650726447502 valid acc 15/16
Epoch 17 loss 0.3045163984316476 valid acc 15/16
Epoch 17 loss 0.406226433181448 valid acc 15/16
Epoch 17 loss 0.4022118502277525 valid acc 15/16
Epoch 17 loss 0.3766210481265994 valid acc 16/16
Epoch 17 loss 0.4867338485391791 valid acc 15/16
Epoch 17 loss 0.4892029803871533 valid acc 15/16
Epoch 17 loss 0.6194713772627323 valid acc 16/16
Epoch 17 loss 0.11531977185031916 valid acc 16/16
Epoch 17 loss 0.05943805584655654 valid acc 16/16
Epoch 17 loss 0.1406249680806798 valid acc 16/16
Epoch 17 loss 0.6406622968580411 valid acc 15/16
Epoch 17 loss 0.25476675287662837 valid acc 15/16
Epoch 17 loss 0.5889719109512928 valid acc 15/16
Epoch 17 loss 0.14712539628227517 valid acc 15/16
Epoch 17 loss 0.1903221685581885 valid acc 16/16
Epoch 17 loss 0.21508242777319114 valid acc 15/16
Epoch 17 loss 0.4966990778071171 valid acc 16/16
Epoch 17 loss 0.24976916198746257 valid acc 16/16
Epoch 17 loss 0.0386416667090575 valid acc 16/16
Epoch 17 loss 0.6614448221476517 valid acc 16/16
Epoch 17 loss 1.4193208945719353 valid acc 16/16
Epoch 17 loss 0.15236775119427196 valid acc 16/16
Epoch 17 loss 0.2650927637298186 valid acc 16/16
Epoch 17 loss 0.21023745192023297 valid acc 16/16
Epoch 17 loss 0.28253433996606425 valid acc 16/16
Epoch 17 loss 0.0916844795032924 valid acc 16/16
Epoch 17 loss 0.1158910938608595 valid acc 16/16
Epoch 17 loss 0.1903176396539069 valid acc 16/16
Epoch 17 loss 0.12493687397610931 valid acc 16/16
Epoch 17 loss 0.04871635494652424 valid acc 16/16
Epoch 17 loss 0.6098126654443342 valid acc 15/16
Epoch 17 loss 0.14442380255711867 valid acc 16/16
Epoch 17 loss 0.3897604133408927 valid acc 16/16
Epoch 17 loss 0.5631891855052646 valid acc 16/16
Epoch 17 loss 0.7355872284810481 valid acc 15/16
Epoch 17 loss 0.5708027773566675 valid acc 15/16
Epoch 17 loss 0.23571224466678242 valid acc 15/16
Epoch 17 loss 0.660416288820846 valid acc 16/16
Epoch 17 loss 0.15899970938260738 valid acc 16/16
Epoch 17 loss 0.2635773842082785 valid acc 15/16
Epoch 17 loss 0.4386370426781191 valid acc 15/16
Epoch 17 loss 0.3462363754373503 valid acc 15/16
Epoch 17 loss 0.20041225482215955 valid acc 15/16
Epoch 17 loss 0.15014214505888937 valid acc 15/16
Epoch 17 loss 0.6843197460832549 valid acc 16/16
Epoch 17 loss 0.5278693720519978 valid acc 15/16
Epoch 17 loss 0.16668918778316147 valid acc 15/16
Epoch 17 loss 0.15285805233748134 valid acc 15/16
Epoch 17 loss 0.42034286232062085 valid acc 15/16
Epoch 18 loss 0.0023883644901978585 valid acc 15/16
Epoch 18 loss 0.8730136042171093 valid acc 16/16
Epoch 18 loss 0.47001110486647674 valid acc 16/16
Epoch 18 loss 0.16637632810886607 valid acc 16/16
Epoch 18 loss 0.15004800614420855 valid acc 16/16
Epoch 18 loss 0.25502317333233704 valid acc 16/16
Epoch 18 loss 0.22180053880112788 valid acc 16/16
Epoch 18 loss 0.632223773843567 valid acc 16/16
Epoch 18 loss 0.5047186107937127 valid acc 15/16
Epoch 18 loss 0.09784616231345036 valid acc 15/16
Epoch 18 loss 0.061852130973862496 valid acc 15/16
Epoch 18 loss 0.5233194419975068 valid acc 15/16
Epoch 18 loss 0.7378891834551583 valid acc 15/16
Epoch 18 loss 0.18975041618387956 valid acc 15/16
Epoch 18 loss 0.6518784413314463 valid acc 16/16
Epoch 18 loss 0.22343665887339903 valid acc 15/16
Epoch 18 loss 0.8665517934337634 valid acc 15/16
Epoch 18 loss 1.021280864890569 valid acc 15/16
Epoch 18 loss 0.5218083258635672 valid acc 15/16
Epoch 18 loss 0.2659213400848286 valid acc 15/16
Epoch 18 loss 0.4302113841320042 valid acc 15/16
Epoch 18 loss 0.0722842726693308 valid acc 15/16
Epoch 18 loss 0.07914445586692515 valid acc 15/16
Epoch 18 loss 0.26103845903463807 valid acc 15/16
Epoch 18 loss 0.35998310668310685 valid acc 15/16
Epoch 18 loss 0.4195238101110326 valid acc 15/16
Epoch 18 loss 0.49953394716016075 valid acc 15/16
Epoch 18 loss 0.22070101253936586 valid acc 15/16
Epoch 18 loss 0.3106011576143144 valid acc 15/16
Epoch 18 loss 0.05640256866876969 valid acc 15/16
Epoch 18 loss 0.17591345646932838 valid acc 15/16
Epoch 18 loss 0.19050908634074193 valid acc 15/16
Epoch 18 loss 0.068845198458093 valid acc 15/16
Epoch 18 loss 0.29413901525183367 valid acc 15/16
Epoch 18 loss 0.33744964270541145 valid acc 15/16
Epoch 18 loss 0.3965820344868296 valid acc 15/16
Epoch 18 loss 0.3133151387464486 valid acc 15/16
Epoch 18 loss 0.14716708172175869 valid acc 15/16
Epoch 18 loss 0.07383354241732304 valid acc 16/16
Epoch 18 loss 0.5595224200495232 valid acc 15/16
Epoch 18 loss 0.14593561741083066 valid acc 16/16
Epoch 18 loss 0.4620220562984497 valid acc 15/16
Epoch 18 loss 0.9102614814025825 valid acc 15/16
Epoch 18 loss 0.2984243411195853 valid acc 16/16
Epoch 18 loss 0.26225746688328405 valid acc 15/16
Epoch 18 loss 0.07452228506151015 valid acc 15/16
Epoch 18 loss 0.32545453945612035 valid acc 15/16
Epoch 18 loss 0.787094031538415 valid acc 16/16
Epoch 18 loss 0.20480530350370238 valid acc 15/16
Epoch 18 loss 0.2562844921049649 valid acc 15/16
Epoch 18 loss 0.42009888721445005 valid acc 16/16
Epoch 18 loss 0.2439574421987703 valid acc 15/16
Epoch 18 loss 0.5611516114867171 valid acc 15/16
Epoch 18 loss 0.3303104680769928 valid acc 15/16
Epoch 18 loss 0.25741318799679364 valid acc 15/16
Epoch 18 loss 0.258560698269674 valid acc 15/16
Epoch 18 loss 0.4044467743756975 valid acc 14/16
Epoch 18 loss 0.1281594062681049 valid acc 14/16
Epoch 18 loss 0.22367402899716082 valid acc 15/16
Epoch 18 loss 0.5776385558828423 valid acc 14/16
Epoch 18 loss 0.6530127594133437 valid acc 14/16
Epoch 18 loss 0.17290456280520888 valid acc 15/16
Epoch 18 loss 0.5700576757502571 valid acc 16/16
Epoch 19 loss 0.006426643549702127 valid acc 16/16
Epoch 19 loss 0.45083033345195683 valid acc 16/16
Epoch 19 loss 0.34680130836596457 valid acc 15/16
Epoch 19 loss 0.14901404203119173 valid acc 15/16
Epoch 19 loss 0.18952466707078555 valid acc 15/16
Epoch 19 loss 0.25834741212295165 valid acc 16/16
Epoch 19 loss 0.36981642332789366 valid acc 15/16
Epoch 19 loss 0.6282560650330361 valid acc 16/16
Epoch 19 loss 0.3669488899462058 valid acc 15/16
Epoch 19 loss 0.06453722522273925 valid acc 15/16
Epoch 19 loss 0.20636892655536765 valid acc 16/16
Epoch 19 loss 0.22771196224931006 valid acc 16/16
Epoch 19 loss 0.3222936938176228 valid acc 15/16
Epoch 19 loss 0.2334576394068354 valid acc 15/16
Epoch 19 loss 0.4519609811437228 valid acc 16/16
Epoch 19 loss 0.6123786011489376 valid acc 15/16
Epoch 19 loss 1.0484486698857127 valid acc 15/16
Epoch 19 loss 0.25918165975586127 valid acc 15/16
Epoch 19 loss 0.33143155412467656 valid acc 15/16
Epoch 19 loss 0.17664063455974033 valid acc 15/16
Epoch 19 loss 0.5270682725483806 valid acc 15/16
Epoch 19 loss 0.17065194155816088 valid acc 15/16
Epoch 19 loss 0.08565087890010648 valid acc 15/16
Epoch 19 loss 0.34176243389623523 valid acc 14/16
Epoch 19 loss 0.4281622576603885 valid acc 15/16
Epoch 19 loss 0.3653128165068496 valid acc 15/16
Epoch 19 loss 0.31938181521411085 valid acc 15/16
Epoch 19 loss 0.34196881351300207 valid acc 15/16
Epoch 19 loss 0.19861317980631576 valid acc 15/16
Epoch 19 loss 0.11090284772825731 valid acc 15/16
Epoch 19 loss 0.14283251455170842 valid acc 15/16
Epoch 19 loss 0.26527218401715197 valid acc 15/16
Epoch 19 loss 0.04074159218791351 valid acc 15/16
Epoch 19 loss 0.2980192823566024 valid acc 15/16
Epoch 19 loss 0.6408758701145548 valid acc 16/16
Epoch 19 loss 0.23074606318917396 valid acc 16/16
Epoch 19 loss 0.30716828395999174 valid acc 16/16
Epoch 19 loss 0.34313874482724765 valid acc 16/16
Epoch 19 loss 0.23567145376366702 valid acc 16/16
Epoch 19 loss 0.06358086774254496 valid acc 16/16
Epoch 19 loss 0.05621443768616324 valid acc 16/16
Epoch 19 loss 0.43432677554872096 valid acc 16/16
Epoch 19 loss 0.09716789134698434 valid acc 16/16
Epoch 19 loss 0.1447380749849757 valid acc 15/16
Epoch 19 loss 0.2818199447130135 valid acc 16/16
Epoch 19 loss 0.030249287760101606 valid acc 16/16
Epoch 19 loss 0.33794872093963024 valid acc 16/16
Epoch 19 loss 0.2980130008918755 valid acc 16/16
Epoch 19 loss 0.377936557021332 valid acc 16/16
Epoch 19 loss 0.04039683192900073 valid acc 16/16
Epoch 19 loss 0.10784407750657699 valid acc 16/16
Epoch 19 loss 0.7029447472465482 valid acc 15/16
Epoch 19 loss 0.1312612906971251 valid acc 15/16
Epoch 19 loss 0.04967564366708571 valid acc 15/16
Epoch 19 loss 0.40629137069773513 valid acc 15/16
Epoch 19 loss 0.20379082577301444 valid acc 15/16
Epoch 19 loss 0.2174156616833196 valid acc 15/16
Epoch 19 loss 0.30229292252598583 valid acc 15/16
Epoch 19 loss 0.4089862647587917 valid acc 15/16
Epoch 19 loss 0.2971765194486363 valid acc 15/16
Epoch 19 loss 0.4839915581953924 valid acc 15/16
Epoch 19 loss 0.03570746307657796 valid acc 15/16
Epoch 19 loss 0.3963144725121529 valid acc 15/16
Epoch 20 loss 0.047672102812628236 valid acc 15/16
Epoch 20 loss 0.48081127995089445 valid acc 15/16
Epoch 20 loss 0.21697519673611743 valid acc 15/16
Epoch 20 loss 0.2977575025296639 valid acc 15/16
Epoch 20 loss 0.4935374646004881 valid acc 15/16
Epoch 20 loss 0.10413852226316367 valid acc 15/16
Epoch 20 loss 0.37004832431422885 valid acc 15/16
Epoch 20 loss 0.20362361164796527 valid acc 15/16
Epoch 20 loss 0.7724260525115778 valid acc 15/16
Epoch 20 loss 0.13158292093453455 valid acc 15/16
Epoch 20 loss 0.3491167283474728 valid acc 15/16
Epoch 20 loss 0.3872119671930454 valid acc 15/16
Epoch 20 loss 0.5524812305142355 valid acc 15/16
Epoch 20 loss 0.3635978364569003 valid acc 15/16
Epoch 20 loss 0.5011163061620263 valid acc 15/16
Epoch 20 loss 0.13717440981182172 valid acc 15/16
Epoch 20 loss 0.3705245087096316 valid acc 15/16
Epoch 20 loss 0.3800784377119329 valid acc 15/16
Epoch 20 loss 0.41258914152153686 valid acc 15/16
Epoch 20 loss 0.06348995997550438 valid acc 15/16
Epoch 20 loss 0.5477548667348501 valid acc 15/16
Epoch 20 loss 0.18453114536787332 valid acc 15/16
Epoch 20 loss 0.2668426817216784 valid acc 15/16
Epoch 20 loss 0.1634666420999793 valid acc 15/16
Epoch 20 loss 0.1523755469279798 valid acc 15/16
Epoch 20 loss 0.15802319059449565 valid acc 16/16
Epoch 20 loss 0.37932558971028024 valid acc 16/16
Epoch 20 loss 0.26735288815978575 valid acc 16/16
Epoch 20 loss 0.15383685331363003 valid acc 16/16
Epoch 20 loss 0.11881059016082651 valid acc 16/16
Epoch 20 loss 0.10802051269534962 valid acc 16/16
Epoch 20 loss 0.1538138428807072 valid acc 16/16
Epoch 20 loss 0.12169658666423655 valid acc 16/16
Epoch 20 loss 0.2307525120647006 valid acc 16/16
Epoch 20 loss 0.8515288884492763 valid acc 15/16
Epoch 20 loss 0.6286652785954918 valid acc 15/16
Epoch 20 loss 0.1277003512383148 valid acc 15/16
Epoch 20 loss 0.22163295421701196 valid acc 15/16
Epoch 20 loss 0.609836801870591 valid acc 15/16
Epoch 20 loss 0.296580450579475 valid acc 15/16
Epoch 20 loss 0.19011216362671196 valid acc 15/16
Epoch 20 loss 0.27289206937511223 valid acc 15/16
Epoch 20 loss 0.03765475014553388 valid acc 15/16
Epoch 20 loss 0.1820428070537864 valid acc 15/16
